Block,City,Zip,CrimeCode,CrimeDescription,AgencyId,Location 1
2000 FAIRMONT DR,SAN LEANDRO,94578,11D,SEXUAL BATTERY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY AGAINST POLICE OFFICER,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,OBSTRUCT/RESIST EXECUTIVE OFFICER,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY AGAINST EMERGENCY PERSON/ETC,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY AGAINST EMERGENCY PERSON/ETC,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.71509829, -122.12169359)"
2000 FAIRMONT DR,SAN LEANDRO,94578,11D,SEXUAL BATTERY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13A,ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH FELONY:FORCE/VIOLENCE,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.71522167, -122.12169924)"
2000 FAIRMONT DR,SAN LEANDRO,94578,13B,BATTERY AGAINST EMERGENCY PERSON/ETC,ACSO,"(37.71522167, -122.12169924)"
2000 MIRAMONTE AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70027787, -122.10539096)"
2000 MIRAMONTE AV,SAN LEANDRO,94578,13B,BATTERY ON PERSON,ACSO,"(37.70014982, -122.10548088)"
2000 MIRAMONTE AV,SAN LEANDRO,94578,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.70014982, -122.10548088)"
2000 MOWRY AV,FREMONT,94538,11C,ORAL COPULATION,ACSO,"(37.55773479, -121.98086113)"
2000 MOWRY AV,FREMONT,94538,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.55773479, -121.98086113)"
2000 N LIVERMORE AV,LIVERMORE,94551,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.71196674, -121.77003179)"
2000 PLACER DR,SAN LEANDRO,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.71293638, -122.12517867)"
2000 REGENT WY,SAN LEANDRO,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69165783, -122.09778306)"
2000 REGENT WY,SAN LEANDRO,94546,13B,BATTERY ON PERSON,ACSO,"(37.69162779, -122.09784841)"
2000 STROBRIDGE AV,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69014401, -122.08396546)"
2000 VIA BARRETT,SAN LORENZO,94580,13B,BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,ACSO,"(37.67420417, -122.14995567)"
2000 VIA BARRETT,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67420417, -122.14995567)"
2000 VIA BARRETT,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.67420417, -122.14995567)"
200 ALBION AV,SAN LORENZO,94580,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.68564525, -122.12714754)"
200 ALBION AV,SAN LORENZO,94580,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68564525, -122.12714754)"
200 ALDEN RD,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68185119, -122.1123398)"
200 A ST,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.66802908, -122.09698294)"
200 A ST,HAYWARD,94541,13B,OBSTRUCT/RESIST EXECUTIVE OFFICER,ACSO,"(37.66813877, -122.09672459)"
200 A ST,HAYWARD,94541,13B,BATTERY AGAINST POLICE OFFICER,ACSO,"(37.66813877, -122.09672459)"
200 A ST,HAYWARD,94541,13A,ADW NOT A FIREARM ON P.O./FIREFIGHTER:GBI LIKELY,ACSO,"(37.66813877, -122.09672459)"
200 BUNNY CT,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67422391, -122.11246837)"
200 CHERRY WY,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.67909599, -122.10769009)"
200 CHERRY WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67903155, -122.10788774)"
200 CHERRY WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67904761, -122.10793808)"
200 FLANDERS CT,HAYWARD,94541,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.67476953, -122.11311974)"
200 FLINT CT,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67050616, -122.10920681)"
200 FLINT CT,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.67054492, -122.10918346)"
200 FLINT CT,HAYWARD,94541,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.67054492, -122.10918346)"
200 FLINT CT,HAYWARD,94541,13A,CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,ACSO,"(37.67054492, -122.10918346)"
200 FLINT CT,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.67050616, -122.10920681)"
200 FLINT CT,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67054492, -122.10918346)"
200 FLINT CT,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67054492, -122.10918346)"
200 HAMPTON RD,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68378991, -122.1132486)"
200 HAMPTON RD,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68378991, -122.1132486)"
200 HAMPTON RD,HAYWARD,94541,11D,ANNOY/ETC CHILD UNDER 18,ACSO,"(37.68384559, -122.11289838)"
200 HAMPTON RD,HAYWARD,94541,100,FALSE IMPRISIONMENT:ELDER/DEPENDENT ADULT:VIOLENCE/ETC,ACSO,"(37.68378991, -122.1132486)"
200 HATHAWAY CT,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66940767, -122.10734719)"
200 LANSING WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66878319, -122.10743159)"
200 LANSING WY,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66878413, -122.10734263)"
200 LANSING WY,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66878319, -122.10743159)"
200 LAUREL AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67071906, -122.09831861)"
200 LAUREL AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67022386, -122.09959533)"
200 LAUREL AV,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67071906, -122.09831861)"
200 LEWELLING BL,SAN LORENZO,94580,13B,BATTERY ON PERSON,ACSO,"(37.68668679, -122.12671668)"
200 MEDFORD AV,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.68052505, -122.10981898)"
200 MEDFORD AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68055681, -122.10981122)"
200 MEDFORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68053204, -122.10979763)"
200 MEDFORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68046916, -122.10998981)"
200 MEDFORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68056697, -122.10969086)"
200 MEDFORD AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.68053902, -122.10977627)"
200 PEACH DR,SAN LORENZO,94580,100,KIDNAP TO COMMIT ROBBERY/RAPE/289 PC/ETC,ACSO,"(37.68469147, -122.12595668)"
200 POPLAR AV,HAYWARD,94541,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.67159215, -122.09990587)"
200 POPLAR AV,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.67164983, -122.09983799)"
200 POPLAR AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67159215, -122.09990587)"
200 POPLAR AV,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.67159215, -122.09990587)"
200 RONDALE CT,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67367532, -122.11177288)"
200 SMALLEY AV,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.66920976, -122.09740381)"
200 SMALLEY AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66920976, -122.09740381)"
200 SMALLEY AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66920976, -122.09740381)"
200 SMALLEY AV,HAYWARD,94541,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.66895394, -122.09803297)"
200 SMALLEY AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.66882753, -122.09827061)"
200 SMALLEY AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66914451, -122.09749043)"
200 SMALLEY AV,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.66914451, -122.09749043)"
200 SMALLEY AV,HAYWARD,94541,100,FALSE IMPRISONMENT,ACSO,"(37.66914451, -122.09749043)"
200 SMALLEY AV,HAYWARD,94541,11D,SEXUAL BATTERY,ACSO,"(37.66882753, -122.09827061)"
200 SUNSET BL,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67306779, -122.10031852)"
200 SUNSET BL,HAYWARD,94541,13B,BATTERY ON PERSON,ACSO,"(37.67306779, -122.10031852)"
200 SUNSET BL,HAYWARD,94541,100,KIDNAPPING,ACSO,"(37.67215094, -122.10249953)"
200 SUNSET BL,HAYWARD,94541,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.67215094, -122.10249953)"
200 SUNSET BL,HAYWARD,94541,11C,SEXUAL BATTERY FOR THE PURPOSE OF SEXUAL AROUSAL,ACSO,"(37.67215094, -122.10249953)"
200 SUNSET BL,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67306779, -122.10031852)"
200 SUNSET BL,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.6726765, -122.101208)"
200 SUNSET BL,HAYWARD,94541,13B,OBSTRUCT/RESIST EXECUTIVE OFFICER,ACSO,"(37.6726765, -122.101208)"
200 SUNSET BL,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.67215094, -122.10249953)"
200 SUNSET BL,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67215094, -122.10249953)"
200 SUNSET BL,HAYWARD,94541,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.67215094, -122.10249953)"
200 SUNSET BL,HAYWARD,94541,11D,ANNOY/ETC CHILD UNDER 18,ACSO,"(37.67314954, -122.10011688)"
200 VIA LUCERO,SAN LORENZO,94580,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.67820908, -122.12248163)"
200 VIA PECORO,SAN LORENZO,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67652753, -122.12150521)"
200 WILLOW AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67447664, -122.10284049)"
200 WILLOW AV,HAYWARD,94541,13A,EXHIBIT FIREARM,ACSO,"(37.67447108, -122.10279312)"
200 WILLOW AV,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.67449037, -122.10276003)"
200 WILLOW AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.67449037, -122.10276003)"
200 WILLOW AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67451469, -122.10277656)"
200 WILLOW AV,HAYWARD,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.67424115, -122.10316612)"
20100 EMERALD ST,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69723151, -122.05887254)"
20100 FOREST AV,CASTRO VALLEY,94546,13B,BATTERY ON PERSON,ACSO,"(37.69805617, -122.0689875)"
20100 HATHAWAY AV,HAYWARD,94541,13A,ATTEMPT MURDER,ACSO,"(37.6742196, -122.11211016)"
20100 HATHAWAY AV,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.6742196, -122.11211016)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY ON PERSON,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,ASSAULT ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69805415, -122.08720187)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY AGAINST EMERGENCY PERSON/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,100,FALSE IMPRISONMENT W/VIOLENCE/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.69814826, -122.08726178)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13A,ELDER/DEPENDENT ADULT CRUELTY,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY AGAINST POLICE OFFICER,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY W/SERIOUS BODILY INJURY,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69814095, -122.08725979)"
20100 LAKE CHABOT RD,CASTRO VALLEY,94546,13A,ASSAULT WITH FIREARM ON PERSON,ACSO,"(37.69814095, -122.08725979)"
20100 SAN MIGUEL AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69825096, -122.08095132)"
20100 SAN MIGUEL AV,CASTRO VALLEY,94546,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69825096, -122.08095132)"
20100 SAN MIGUEL AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69800641, -122.08097996)"
20100 SAN MIGUEL AV,CASTRO VALLEY,94546,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69825096, -122.08095132)"
20100 SANTA MARIA AV,CASTRO VALLEY,94546,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.69909591, -122.07846638)"
20100 SANTA MARIA AV,CASTRO VALLEY,94546,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69922461, -122.07847058)"
20100 SANTA MARIA AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69909591, -122.07846638)"
20100 SANTA MARIA AV,CASTRO VALLEY,94546,11A,RAPE BY FORCE/FEAR/ETC,ACSO,"(37.69909591, -122.07846638)"
20100 STANTON AV,CASTRO VALLEY,94546,13B,BATTERY ON PERSON,ACSO,"(37.69685432, -122.09085485)"
20100 STANTON AV,CASTRO VALLEY,94546,13B,BATTERY ON PERSON,ACSO,"(37.69685432, -122.09085485)"
20100 STANTON AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69668942, -122.09084005)"
20100 STANTON AV,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69685432, -122.09085485)"
20100 STANTON AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69685432, -122.09085485)"
20100 STANTON AV,CASTRO VALLEY,94546,100,FALSE IMPRISONMENT W/VIOLENCE/ETC,ACSO,"(37.69685432, -122.09085485)"
20100 WISTERIA ST,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69814471, -122.08586473)"
20100 WISTERIA ST,CASTRO VALLEY,94546,100,FALSE IMPRISONMENT,ACSO,"(37.69814471, -122.08586473)"
20100 WISTERIA ST,CASTRO VALLEY,94546,11A,RAPE SPOUSE BY FORCE/FEAR/ETC,ACSO,"(37.69814471, -122.08586473)"
20100 WISTERIA ST,CASTRO VALLEY,94546,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69814471, -122.08586473)"
20100 WISTERIA ST,CASTRO VALLEY,94546,13B,WILLFUL CRUELTY TO CHILD,ACSO,"(37.69815325, -122.08586723)"
20100 WISTERIA ST,CASTRO VALLEY,94546,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.69814471, -122.08586473)"
20200 ANITA AV,CASTRO VALLEY,94546,11D,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS,ACSO,"(37.69798098, -122.08336976)"
20200 ANITA AV,CASTRO VALLEY,94546,11D,SEXUAL BATTERY,ACSO,"(37.69798098, -122.08336976)"
20200 ANITA AV,CASTRO VALLEY,94546,11C,SEXUAL PENETRATION WITH FORCE/ETC,ACSO,"(37.69798098, -122.08336976)"
20200 CONCORD AV,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.68445711, -122.10342877)"
20200 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY ON PERSON,ACSO,"(37.69757156, -122.0870997)"
20200 REDWOOD RD,CASTRO VALLEY,94546,13B,OBSTRUCT/RESIST EXECUTIVE OFFICER,ACSO,"(37.69912624, -122.07397066)"
20200 WISTERIA ST,CASTRO VALLEY,94546,13A,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,ACSO,"(37.69758768, -122.08566585)"
20200 WISTERIA ST,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69758768, -122.08566585)"
20200 WISTERIA ST,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69758768, -122.08566585)"
20300 ANITA AV,CASTRO VALLEY,94546,13A,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,ACSO,"(37.69763436, -122.08332253)"
20300 CONCORD AV,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.68409005, -122.1032031)"
20300 CONCORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68430745, -122.1033509)"
20300 CONCORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68409005, -122.1032031)"
20300 CONCORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68409005, -122.1032031)"
20300 CONCORD AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68430745, -122.1033509)"
20300 FOREST AV,CASTRO VALLEY,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.69740439, -122.06901739)"
20300 FOREST AV,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.6971138, -122.06898058)"
20300 HAVILAND AV,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.68085763, -122.10582934)"
20300 LAKE CHABOT RD,CASTRO VALLEY,94546,13B,BATTERY ON PERSON,ACSO,"(37.69710937, -122.08691724)"
20300 RANCHO CT,HAYWARD,94541,13A,WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ACSO,"(37.66701253, -122.11678364)"
20300 RANCHO CT,HAYWARD,94541,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,ACSO,"(37.66701253, -122.11678364)"
20300 RANCHO CT,HAYWARD,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,ACSO,"(37.66701253, -122.11678364)"
20300 SAN MIGUEL AV,CASTRO VALLEY,94546,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,ACSO,"(37.69966877, -122.08098712)"
